"File","Sheet","Row","Source","Type","Field","Value","Message"
"dispatch","Sheet1","48","260100130","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000126","Dispatch 260100130 has no matching Sales Order (searched by PBO NCLH30000126, order 251000033, invoice 900000317, chassis MCCJY7PRMSN100219, engine SQRH4J15AGSJ60003); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","49","260100131","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000103","Dispatch 260100131 has no matching Sales Order (searched by PBO NCLH30000103, order 251000021, invoice 900000311, chassis MCCJY7PRMSN100231, engine SQRH4J15AGSJ60162); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","50","260100133","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000129","Dispatch 260100133 has no matching Sales Order (searched by PBO NCLH30000129, order 251000035, invoice 900000323, chassis MCCJY7PRMSN100258, engine SQRH4J15AGSJ60234); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","51","260100136","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000285","Dispatch 260100136 has no matching Sales Order (searched by PBO NCLH30000285, order 251000154, invoice 900000361, chassis MCCJY7PRMSN100465, engine SQRH4J15AGSF61338); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","52","260100137","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000166","Dispatch 260100137 has no matching Sales Order (searched by PBO NCLH30000166, order 251000065, invoice 900000333, chassis MCCJY7PRMSN100493, engine SQRH4J15AGSF61279); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","53","260100034","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000286","Dispatch 260100034 has no matching Sales Order (searched by PBO NCLH30000286, order 251000155, invoice 900000462, chassis MCCJY7PRMSN100331, engine SQRH4J15AGSJ60342); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","54","260100011","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000070","Dispatch 260100011 has no matching Sales Order (searched by PBO NCLH30000070, order 251000004, invoice 900000452, chassis MCCJY7PRMSN100092, engine SQRH4J15AGSJ60103); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","55","260100012","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000142","Dispatch 260100012 has no matching Sales Order (searched by PBO NCLH30000142, order 251000046, invoice 900000451, chassis MCCJY7PRMSN100100, engine SQRH4J15AGSJ60096); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","56","260100017","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000190","Dispatch 260100017 has no matching Sales Order (searched by PBO NCLH30000190, order 251000082, invoice 900000453, chassis MCCJY7PRMSN100150, engine SQRH4J15AGSJ60043); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","57","260100038","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000068","Dispatch 260100038 has no matching Sales Order (searched by PBO NCLH30000068, order 251000003, invoice 900000455, chassis MCCJY7PRMSN100377, engine SQRH4J15AGSJ60290); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","58","260100044","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000162","Dispatch 260100044 has no matching Sales Order (searched by PBO NCLH30000162, order 251000063, invoice 900000454, chassis MCCJY7PRMSN100396, engine SQRH4J15AGSJ60216); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","59","260100030","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000128","Dispatch 260100030 has no matching Sales Order (searched by PBO NCLH30000128, order 251000034, invoice 900000473, chassis MCCJY7PRMSN100299, engine SQRH4J15AGSJ60359); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","60","260100041","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000262","Dispatch 260100041 has no matching Sales Order (searched by PBO NCLH30000262, order 251000135, invoice 900000470, chassis MCCJY7PRMSN100388, engine SQRH4J15AGSJ60206); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","61","260100020","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000554","Dispatch 260100020 has no matching Sales Order (searched by PBO NCLH30000554, order 251100225, invoice 900000565, chassis MCCJY7PRMSN100186, engine SQRH4J15AGSJ60117); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","62","260100027","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000136","Dispatch 260100027 has no matching Sales Order (searched by PBO NCLH30000136, order 251000041, invoice 900000531, chassis MCCJY7PRMSN100283, engine SQRH4J15AGSJ60324); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","63","260100046","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000241","Dispatch 260100046 has no matching Sales Order (searched by PBO NCLH30000241, order 251000116, invoice 900000525, chassis MCCJY7PRMSN100414, engine SQRH4J15AGSF61180); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","64","260100052","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000519","Dispatch 260100052 has no matching Sales Order (searched by PBO NCLH30000519, order 251100191, invoice 900000521, chassis MCCJY7PRMSN100445, engine SQRH4J15AGSF61220); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","65","260100054","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000315","Dispatch 260100054 has no matching Sales Order (searched by PBO NCLH30000315, order 251100015, invoice 900000563, chassis MCCJY7PRMSN100450, engine SQRH4J15AGSF61252); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","66","260100058","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000393","Dispatch 260100058 has no matching Sales Order (searched by PBO NCLH30000393, order 251100067, invoice 900000524, chassis MCCJY7PRMSN100489, engine SQRH4J15AGSF61280); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","67","260100062","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000168","Dispatch 260100062 has no matching Sales Order (searched by PBO NCLH30000168, order 251000067, invoice 900000544, chassis MCCJY7PRMSN100521, engine SQRH4J15AGSF60830); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","68","260100063","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000169","Dispatch 260100063 has no matching Sales Order (searched by PBO NCLH30000169, order 251000068, invoice 900000543, chassis MCCJY7PRMSN100523, engine SQRH4J15AGSF61138); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","69","260100065","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000302","Dispatch 260100065 has no matching Sales Order (searched by PBO NCLH30000302, order 251100005, invoice 900000564, chassis MCCJY7PRMSN100538, engine SQRH4J15AGSF61272); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","70","260100066","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000493","Dispatch 260100066 has no matching Sales Order (searched by PBO NCLH30000493, order 251100166, invoice 900000522, chassis MCCJY7PRMSN100541, engine SQRH4J15AGSF61365); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","71","260100069","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000177","Dispatch 260100069 has no matching Sales Order (searched by PBO NCLH30000177, order 251000073, invoice 900000539, chassis MCCJY7PRMSN100549, engine SQRH4J15AGSF61348); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","72","260100071","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000270","Dispatch 260100071 has no matching Sales Order (searched by PBO NCLH30000270, order 251000140, invoice 900000562, chassis MCCJY7PRMSN100584, engine SQRH4J15AGSF61197); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","73","260100072","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000074","Dispatch 260100072 has no matching Sales Order (searched by PBO NCLH30000074, order 251000006, invoice 900000538, chassis MCCJY7PRMSN100589, engine SQRH4J15AGSF61212); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","74","260100073","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000098","Dispatch 260100073 has no matching Sales Order (searched by PBO NCLH30000098, order 251000018, invoice 900000537, chassis MCCJY7PRMSN100590, engine SQRH4J15AGSF61195); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","75","260100121","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000084","Dispatch 260100121 has no matching Sales Order (searched by PBO NCLH30000084, order 251000011, invoice 900000570, chassis MCCJY7PRMSN100078, engine SQRH4J15AGSJ60029); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","76","260100123","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000082","Dispatch 260100123 has no matching Sales Order (searched by PBO NCLH30000082, order 251000010, invoice 900000569, chassis MCCJY7PRMSN100115, engine SQRH4J15AGSJ60104); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","77","260100124","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000180","Dispatch 260100124 has no matching Sales Order (searched by PBO NCLH30000180, order 251000075, invoice 900000571, chassis MCCJY7PRMSN100124, engine SQRH4J15AGSJ60136); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","78","260100126","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000105","Dispatch 260100126 has no matching Sales Order (searched by PBO NCLH30000105, order 251000022, invoice 900000568, chassis MCCJY7PRMSN100173, engine SQRH4J15AGSJ60034); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","79","260100132","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000102","Dispatch 260100132 has no matching Sales Order (searched by PBO NCLH30000102, order 251000020, invoice 900000567, chassis MCCJY7PRMSN100243, engine SQRH4J15AGSJ60305); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","80","260100138","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000246","Dispatch 260100138 has no matching Sales Order (searched by PBO NCLH30000246, order 251000121, invoice 900000566, chassis MCCJY7PRMSN100494, engine SQRH4J15AGSF61175); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","81","260100061","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000268","Dispatch 260100061 has no matching Sales Order (searched by PBO NCLH30000268, order 251000139, invoice 900000572, chassis MCCJY7PRMSN100504, engine SQRH4J15AGSF61243); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","82","260100067","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000178","Dispatch 260100067 has no matching Sales Order (searched by PBO NCLH30000178, order 251000074, invoice 900000581, chassis MCCJY7PRMSN100547, engine SQRH4J15AGSG60584); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
